organisationID,country,nace_2d,nace_4d,nace_section,ht_oecd,ht_oecd_thesis,ht_calvino,ht_pavitt,ht_pavitt_broad,primary_instrument,primary_instrument_thesis,independence,first_grant_year,last_year,offset,ec_predetermined,ec_was_fixed,log_ec,rev_growth,emp_growth,log_rev_pre,log_emp_pre,log_assets_pre,pm_pre,keep_rev,keep_emp
936388434.0,IE,26,2620.0,C,1,1,0,1,1,Collaborative,Collaborative,Subsidiary,2022,2018.0,-4.0,399593.75,1,12.898203684993579,,,,,,,False,False
952540680.0,ES,72,7219.0,M,1,1,1,1,1,Collaborative,Collaborative,Unknown,2016,2015.0,-1.0,112670.96,0,11.632226991579888,,,,,,,False,False
917825835.0,IT,41,4120.0,F,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,94250.0,0,11.453706105310257,,,,,,,False,False
906139081.0,DE,26,2610.0,C,1,1,0,1,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,53138.6,0,10.88065887346431,,,,,,,False,False
928404267.0,FR,74,7490.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2016,2024.0,8.0,99000.0,0,11.502875129116727,,,,,,,False,False
932077463.0,IT,23,2344.0,C,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2016,2025.0,9.0,479342.5,0,13.080170652195195,,,,,,,False,False
951694452.0,Other,46,4646.0,G,0,0,0,0,0,Early-stage,Early-stage,Partial,2014,2024.0,10.0,207000.0,0,12.240474072247506,,,,,,,False,False
894725091.0,FR,62,6201.0,J,0,1,1,1,1,Collaborative,Collaborative,Partial,2021,2020.0,-1.0,712350.0,0,13.476324642645377,,,,,,,False,False
915034369.0,IE,72,7219.0,M,1,1,1,1,1,SME,SME,Subsidiary,2019,2024.0,5.0,50000.0,0,10.819778284410283,,,,,,,False,False
905520609.0,ES,99,9900.0,U,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2019,2024.0,5.0,87375.0,0,11.37796447953611,,,,,,,False,False
959262489.0,Other,52,5221.0,H,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,274125.0,0,12.521339485720189,,,,,,,False,False
889507558.0,IT,49,4930.0,H,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2023,2024.0,1.0,231875.0,0,12.353953712343836,1.2833605523315015,0.9975554992965003,10.827986041758152,6.293419278846481,12.42304211771592,31.389666666666667,True,True
901922588.0,Other,71,7112.0,M,0,0,1,0,1,Collaborative,Collaborative,Unknown,2019,2024.0,5.0,321070.0,0,12.67941444687449,,,,,,,False,False
